chunk_id,chunk_type,article_number,page_start,page_end,document_title,book_title,bab_title,fasl_title,topic_title,box_count,metadata_box_count,skipped_duplicate_box_count,references,needs_review,review_reasons,text_preview
article_unknown_23,article,,7,7,"رئيس الجمهورية
بناءَ على أحكام الدستور
وعلى ما أقرّه مجلس الشعب في جلسته المنعقدة بتاريخ ١٤٨١١١
الموافق٢",مشروع النشر,,,,2,0,0,,True,missing_first_article_number,المادة / إن الأفراد الذين يتعاطون تجارة صغيرة أو حرفة بسيطة ذات نفقات عامة / زهيدة بحيث يعتمدون في الغالب على مساعيهم البدنية للحصول على أرباح قليلة / لتأمين معيشهم أكثر من استادهم إلى رأس ما لهم النقدي، كالبائع الطواف أو البائع / بالمياومة أو الذين يقومون بنقليات صغيرة على البر أو سطح الماء، لا يخضعون / للواجبات المختصة بالدفاتر التجارية ولا لقواعد الشهر ولا لأحكام الإفلاس والصلح / الواقي المنصوص عليها في هذا القانون
article_unknown_24,article,,7,7,"رئيس الجمهورية
بناءَ على أحكام الدستور
وعلى ما أقرّه مجلس الشعب في جلسته المنعقدة بتاريخ ١٤٨١١١
الموافق٢",مشروع النشر,,,,2,0,0,,True,missing_first_article_number,المادة / كل من أعلن في الصحف أو النشرات أو أي واسطة أخرى عن نفسه كتاجر / أو عن المحل الذي أسسه أو يستثمره للاشتغال بالمعاملات التجارية يُعدّ تاجراً وإن لم يتخذ التجارة مهنة مألوفة له
article_unknown_25,article,,8,8,"رئيس الجمهورية
بناءَ على أحكام الدستور
وعلى ما أقرّه مجلس الشعب في جلسته المنعقدة بتاريخ ١٤٨١١١
الموافق٢",مشروع النشر,,,,2,0,0,,True,missing_first_article_number,المادة١ / لا يُعدّ تاجراً من قام بمعاملة تجارية عرضاً إلآأن المعاملة تكون خاضعة / لأحكام قانون التجارة
article_unknown_26,article,,8,8,"رئيس الجمهورية
بناءَ على أحكام الدستور
وعلى ما أقرّه مجلس الشعب في جلسته المنعقدة بتاريخ ١٤٨١١١
الموافق٢",مشروع النشر,,,,7,0,3,,True,missing_first_article_number,المادة ١٣ / ١لا ثعدّ الدولة ودوائرها ولا الوحدات الإدارية واللجان والنوادي والجمعيات ذات / الشخصية الاعتبارية من التجار وإن قامت بمعاملات تجارية، إلآ أن معاملاتها / المذكورة تكون خاضعة لأحكام قانون التجارة / ٢ـ تعتبر المؤسسات العامة وشركات القطاع العام والمشترك تاجراً، إذا كان موضوعها / تجارياً أو منحها القانون هذه الصفة / المادة ٤ / إذا اشتغل العاملون في الدولة الممنوعون من الاتجار قانوناً بالمعاملات / التجارية، فتشملهم الأحكام القانونية المتعلقة بالصلح الواقى والإفلاس / المادة ٥ / تخضع الأهلية
article_unknown_27,article,,8,8,"رئيس الجمهورية
بناءَ على أحكام الدستور
وعلى ما أقرّه مجلس الشعب في جلسته المنعقدة بتاريخ ١٤٨١١١
الموافق٢",مشروع النشر,,,,1,0,0,,True,missing_first_article_number,الفصل
article_unknown_28,article,,8,8,"رئيس الجمهورية
بناءَ على أحكام الدستور
وعلى ما أقرّه مجلس الشعب في جلسته المنعقدة بتاريخ ١٤٨١١١
الموافق٢",مشروع النشر,,,,1,0,0,,True,missing_first_article_number,المادة
article_unknown_29,article,,8,9,"رئيس الجمهورية
بناءَ على أحكام الدستور
وعلى ما أقرّه مجلس الشعب في جلسته المنعقدة بتاريخ ١٤٨١١١
الموافق٢",مشروع النشر,,,,4,0,3,,True,missing_first_article_number,التاجر / ا - على / أن ينظم على الأقلآ الدفترين الإجباريين التاليين : / أ دفتر اليومية يقيد فيه يوماً فيوماً جميع الأعمال التي تعود بوجه من الوجوه / إلى مؤسسته التجارية وأن يقيد بالجملة شهراً فشهراً النفقات التي أنفقها على / نفسه وأسرته وإذا كان التاجر يتبع الأسلوب الآلى فى محاسبته أو مسك / الدفاتر يومية مساعدة منظمة وفق أحكام المادتين ١٧و١٨ من هذا / القانون، فله أن يقيد أعماله فى دفتر اليومية شهراً فشهراً، على أن يحتفظ / بجميع الوثائق التي تتيح التدقيق في الأعمال المذكورة / ب دفتر جرد يتضمن جردا
article_unknown_30,article,,9,9,"رئيس الجمهورية
بناءَ على أحكام الدستور
وعلى ما أقرّه مجلس الشعب في جلسته المنعقدة بتاريخ ١٤٨١١١
الموافق٢",مشروع النشر,,,,4,0,1,,True,missing_first_article_number,بجميع الوثائق التي تتيح التدقيق في الأعمال المذكورة / بدفتر جرد يتضمن جرداً سنوياً للموجودات والمطاليب العائدة لمؤسسته وأن / يوقف حساباته سنوياً ليضع على أساسها الميزانية وحساب الأرباح والخسائر / وينسخها في دفتر الجرد / وعليه أن يحفظ ويرتب المراسلات التي يتلقاها وصور المراسلات التي / يرسلها / ٣يجب تتظيم دفتري اليومية والجرد باللغة العربية ولوزير الاقتصاد والتجارة أن / يعفي من هذا الشرط المؤسسات الأجنبية التي يحددها بقرار منه
article_unknown_31,article,,9,9,"رئيس الجمهورية
بناءَ على أحكام الدستور
وعلى ما أقرّه مجلس الشعب في جلسته المنعقدة بتاريخ ١٤٨١١١
الموافق٢",مشروع النشر,,,,9,0,1,,True,missing_first_article_number,المادة١ / يجب أن تنظم الدفاتر التجارية الإجبارية بحسب التاريخ وبلا بياض ولا فراغ / ولا نقل إلى الهامش ولا محو ولا تحشية بين السطور / المادة٨ / يجب ترقيم الدفاتر المذكورة والتأشير عليها وتوقيعها من رئيس محكمة البداية / المدنية أو من قاضي الصلح في المدن التي لا توجد فيها محكمة بداية / المادة٩ / ١يجب على التاجر أن يحفظ الدفاتر بعد اختتامها مدّة عشر سنوات / ٢للمؤسسات التجارية التى يعينها وزير الاقتصاد والتجارة أن تحتفظ للمدّة المذكورة / في الفقرة السابقة بالصورة بأية وسيلة إلكترونية تعتمدها وزارة ال
article_unknown_32,article,,10,10,"رئيس الجمهورية
بناءَ على أحكام الدستور
وعلى ما أقرّه مجلس الشعب في جلسته المنعقدة بتاريخ ١٤٨١١١
الموافق٢",مشروع النشر,,,,1,0,0,,True,missing_first_article_number,عندما يُبْنِي الإنسان مبانيه، فإن هذه المباني تُسَمّى بـ 'البناء' أو 'المبنى'.
article_unknown_33,article,,10,10,"رئيس الجمهورية
بناءَ على أحكام الدستور
وعلى ما أقرّه مجلس الشعب في جلسته المنعقدة بتاريخ ١٤٨١١١
الموافق٢",مشروع النشر,,,,5,0,0,,True,missing_first_article_number,المادة٢١ / فيما عدا الأحوال المذكورة في المادة السابقة يمكن على الدوام عرض الدفاتر / التجارية أو المطالبة بإبرازها لاستخلاص ما يتعلّق منها بالنزاع / وللقاضى أن يأمر من تلقاء نفسه الدفاتر المذكورة للغاية ذاتها / ٢ـوللقاضى أن يأمر من تلقاء نفسه الدفاتر المذكورة للغاية ذاتها / المادة٢٢ / يمكن للتجار مسك حساباتهم إلكترونياً وفقا للتعليمات التنفيذية التي تصدر / عن وزارة الاقتصاد والتجارة
article_unknown_34,article,,10,10,"رئيس الجمهورية
بناءَ على أحكام الدستور
وعلى ما أقرّه مجلس الشعب في جلسته المنعقدة بتاريخ ١٤٨١١١
الموافق٢",مشروع النشر,,,,8,0,2,,True,missing_first_article_number,الفصل الثالث / التجارة / سجل / المادة ٢٣ / سجل التجارة يمكن الجمهور من الحصول على المعلومات الوافية عن كل / المؤسسات التجارية التي تعمل في سورية / ٢وهو أيضاً أداة للشهر يقصد بها جعل من درجاته نافذة في حق الغير عند وجود / نص قانوني صريح بهذا المعنى / ٢ـوهو أيضاً أداة للشهر يقصد بها جعل من درجاته نافذة في حق الغير عند وجود / نص قانوني صريح بهذا المعنى / المادة ٤ / ٢ينظم لدى وزارة الاقتصاد والتجارة فى كل محافظة سجل لتسجيل أسماء التجار / والشركات التجارية والشركات المدنية وباقي المؤسسات التجارية يُط
article_unknown_35,article,,10,11,"رئيس الجمهورية
بناءَ على أحكام الدستور
وعلى ما أقرّه مجلس الشعب في جلسته المنعقدة بتاريخ ١٤٨١١١
الموافق٢",مشروع النشر,,,,4,0,0,,True,missing_first_article_number,عندما يُستخدم / تسجل أسماء التجار الذي تكون متاجرهم الرئيسية في سورية، مهما كانت / جنسيتهم / المادة ٢٥ / ١يجب على كل تاجر أن يطلب من أمين سجل التجارة في المحافظة التي يوجد / فيها مركزه الرئيسي أن يسجل اسمه في سجل التجارة في خلال شهر واحد من / تاريخ فتح المحل أو شرائه / على التاجر أن يقدم تصريحاً في نسختين موقعتين منه يذكر فيه ما يلي / أ-اسمه ونسبته / باسمه التجاري إذا اختلف عن اسمه وعنوانه التجاري / جتاريخ ولادته ومحلها وموطنه / د جنسيته الأصلية، وإذا كان قد حصل على جنسية أخرى، فيبين طريقة / حصو
article_unknown_36,article,,11,14,"رئيس الجمهورية
بناءَ على أحكام الدستور
وعلى ما أقرّه مجلس الشعب في جلسته المنعقدة بتاريخ ١٤٨١١١
الموافق٢",مشروع النشر,,,,14,0,2,,True,missing_first_article_number,عندما يُستخدم / المادة٢٦ / المادة٦ / ١يجب أن يذكر في سجل التجارة / أـ كل تعديل يتعلّق بالأمور التي تقضي المادة السابقة بقيدها في السجل / بشهادات الاختراع التي يستثمرها التاجر والعلامات التي يستعملها للمصنع / أو التجارة / جالأحكام والقرارات القاضية بتعيين وصيّ عليه أو قيّم أو مساعد قضائي / للتاجر المسجل أو بالحجر عليه أو برفع هذه التدابير عنه / دالأحكام والقرارات المعلنة للإفلاس أو المتضمنة تصديق الصلح أو فسخه / أو إبطاله أو المعلونة لمعذرة المفلس أو القاضية بإغلاق التفليسة لعدم كفاية / الموجودات
article_unknown_37,article,,14,14,"رئيس الجمهورية
بناءَ على أحكام الدستور
وعلى ما أقرّه مجلس الشعب في جلسته المنعقدة بتاريخ ١٤٨١١١
الموافق٢",مشروع النشر,,,,3,0,2,,True,missing_first_article_number,الشركات المدنية / المادة٢ / ٣ـ على الشركات المذكورة في الفقرتين السابقتين تسجيل نفسها في السجل المذكور / وإيداع صك تأسيسها ونظامها الأساسي ديوان محكمة البداية في مركزها إذا / أرادت الاحتجاج بشخصيتها الإعتبارية حيال الغير
article_unknown_38,article,,14,14,"رئيس الجمهورية
بناءَ على أحكام الدستور
وعلى ما أقرّه مجلس الشعب في جلسته المنعقدة بتاريخ ١٤٨١١١
الموافق٢",مشروع النشر,,,,2,0,0,,True,missing_first_article_number,المادة٣ / إذا توفي تاجر أو انقطع عن تعاطى تجارته أو إذا انحلّت إحدى الشركات وجب / شطب التسجيل المختص بهما فى سجل التجارة
article_unknown_39,article,,14,14,"رئيس الجمهورية
بناءَ على أحكام الدستور
وعلى ما أقرّه مجلس الشعب في جلسته المنعقدة بتاريخ ١٤٨١١١
الموافق٢",مشروع النشر,,,,5,0,0,,True,missing_first_article_number,أمين / ٢ - ويجري هذا الشطب مباشرة بمقتضى قرار يصدره / سجل التجارة. / المادة ٣٢ / ١كل قيد فى سجل التجارة لم يحدد له ميعاد فى المواد السابقة يجب طلب إجرائه / في خلال شهر يبتدئ من تاريخ الوثيقة أو العمل الذي يراد قيده / أما الأحكام والقرارات فيبتدى ميعادها من يوم صدورها / أما الأحكام والقرارات فيبتدئ ميعادها من يوم صدورها / 3
article_unknown_40,article,,15,15,"رئيس الجمهورية
بناءَ على أحكام الدستور
وعلى ما أقرّه مجلس الشعب في جلسته المنعقدة بتاريخ ١٤٨١١١
الموافق٢",مشروع النشر,,,,1,0,0,,True,missing_first_article_number,عندما يُستخدم
article_unknown_41,article,,15,15,"رئيس الجمهورية
بناءَ على أحكام الدستور
وعلى ما أقرّه مجلس الشعب في جلسته المنعقدة بتاريخ ١٤٨١١١
الموافق٢",مشروع النشر,,,,7,0,0,,True,missing_first_article_number,المادة ٣٣ / إن جميع التسجيلات والقيود في سجل التجارة تجري بعد تصريح يقدم وفاقاً للصيغ التي نص عليها / المادة ٣٤ / على أمين سجل التجارة أن يرفض إجراء القيود المطلوبة إذا تبين له أن / التصريحات المقدمة لا تشتمل على كل البيانات المنصوص عليها أو كانت تتعارض / مع الوثائق الثبوتية المرفقة بها أو مع أحكام القانون / المادة ٣٥ / ١يجوز لكل شخص أن يطلب إعطاءه نسخة عن القيود المدرجة في السجل مقابل / يجوز لكل شخص أن يطلب إعطاءه نسخة عن القيود المدرجة فى السجل مقابل / رسم يحدد من الوزير المختص / ٢ولأمين السجل
article_unknown_42,article,,15,15,"رئيس الجمهورية
بناءَ على أحكام الدستور
وعلى ما أقرّه مجلس الشعب في جلسته المنعقدة بتاريخ ١٤٨١١١
الموافق٢",مشروع النشر,,,,1,0,0,,True,missing_first_article_number,٢- ولأمين السجل / عند / الاقتضاء أن يعطي شهادة بعدم وجود قيود
article_unknown_43,article,,15,15,"رئيس الجمهورية
بناءَ على أحكام الدستور
وعلى ما أقرّه مجلس الشعب في جلسته المنعقدة بتاريخ ١٤٨١١١
الموافق٢",مشروع النشر,,,,5,0,1,,True,missing_first_article_number,٣ـويصدّق أمين السجل مطابقة النسخ للأصل / المادة٢٦ / لا يجوز أن يذكر في النسخ التي يسلمها أمين السجل / ١الأحكام المعلنة للإفلاس إذا كان المفلس قد استرد اعتباره / f / ـ الأحكام القاضية بالحجر أو تعيين مساعد قضائي إذا كان قد صدر القرار برفع / الحجر أو المساعدة القضائية
article_unknown_44,article,,15,16,"رئيس الجمهورية
بناءَ على أحكام الدستور
وعلى ما أقرّه مجلس الشعب في جلسته المنعقدة بتاريخ ١٤٨١١١
الموافق٢",مشروع النشر,,,,15,0,7,,True,missing_first_article_number,الحجر أو المساعدة القضائية / المادة٣٧ / كل تاجر وكل شركة ملزمين بالتسجيل يجب عليهما أن يذكرا المكان الذي سجلا فيه ورقم هذا التسجيل في مراسلاتهما وفواتيرهما ومذكرات التسليم والتعريفات والمنشورات وسائر الأوراق الصادرة عنهما / المادة٣٨ / ١ـكل تاجر وكل شخص يكلف بإدارة شركة لا يطلب في المراعيد المنصوص / عليها إجراء القيود الإجبارية أو لايذكر ما يجب ذكره على المراسلات أو الفواتير / ١ / ةيي ي ية و ي و ة ويي ول ل ي د / و ة ي يه هي و ل لي ي هي يلي / النيابة العامة بعد سماع أقوال صاحب الشأن أو دعوته بحسب 
article_unknown_45,article,,16,17,"رئيس الجمهورية
بناءَ على أحكام الدستور
وعلى ما أقرّه مجلس الشعب في جلسته المنعقدة بتاريخ ١٤٨١١١
الموافق٢",مشروع النشر,,,,3,0,0,,True,missing_first_article_number,المادة٤١ / كل شخص طبيعي أو اعتباري يدعي بصفته التجارية أمام المحاكم أو يراجع / لمصلحته بالصفة ذاتها الدوائر الإدارية أو المؤسسات العامة، لا يسمح ادعاؤه ولا / تقبل مراجعته ما لم يكن مسجلاً في سجل التجارة / المادة ٤٢
article_unknown_46,article,,17,17,"رئيس الجمهورية
بناءَ على أحكام الدستور
وعلى ما أقرّه مجلس الشعب في جلسته المنعقدة بتاريخ ١٤٨١١١
الموافق٢",مشروع النشر,,,,2,0,0,,True,missing_first_article_number,١ تفصل محكمة البداية المدنية في المحافظة التي يوجد فيها سجل التجارة، في / كل خلاف يقع بين أمين سجل التجارة وأصحاب العلاقة، بقرار يتخذ في غرفة / المذاكرة، وعليها إصدار قرارها خلال شهر من تاريخ الادعاء / ٢يخضع قرار محكمة البداية المدنية للطعن بطريق الاستئناف وعلى محكمة / الاستئناف أن تفصل فيه بصورة نهائية وبقرار غير قابل للطعن يصدر خلال / ثلاثة أشهر من تاريخ تقديم الطعن
article_unknown_47,article,,17,17,"رئيس الجمهورية
بناءَ على أحكام الدستور
وعلى ما أقرّه مجلس الشعب في جلسته المنعقدة بتاريخ ١٤٨١١١
الموافق٢","الباب
الربع
المتجر
الفصل الأول
مفهوم
المتجر
المادة
٤٣",,,,1,1,0,,True,missing_first_article_number,المتجر
article_unknown_48,article,,17,17,"رئيس الجمهورية
بناءَ على أحكام الدستور
وعلى ما أقرّه مجلس الشعب في جلسته المنعقدة بتاريخ ١٤٨١١١
الموافق٢","الباب
الربع
المتجر
الفصل الأول
مفهوم
المتجر
المادة
٤٣",,,,3,0,0,,True,missing_first_article_number,المتجر مجموعة عناصر مادية وغير مادية تهدف إلى مارسة مهنة تجارية / يشتمل المتجر مبدئياً على الاسم التجاري والعنوان التجاري والشعار وحق / الاتصال بالزيائن وحق الاستئجار المنصوص عليه فى قوانين الإيجار الخاصة / وتعديلاتهاء، والتجهيزات والعدد الصناعية والأثاث والبراءات والإجازات والرسوم / والنماذج، ما لم يستثن بعض هذه العناصر من محتويات المتجر بالنص على / ذلك في سجل المتجر أو في العقود الواردة عليه / المادة ٤٤ / ١إن حقوق صاحب المتجر على مختلف عناصره تتظمها القوانين الخاصة بهذه / العناصر والمبادي الحق
article_unknown_49,article,,17,17,"رئيس الجمهورية
بناءَ على أحكام الدستور
وعلى ما أقرّه مجلس الشعب في جلسته المنعقدة بتاريخ ١٤٨١١١
الموافق٢","الباب
الربع
المتجر
الفصل الأول
مفهوم
المتجر
المادة
٤٣",,,,1,0,0,,True,missing_first_article_number,٢ـأما المتجر كمجموعة فيخضع لأحكام هذا القانون
