page,region_id,reading_order_start,reading_order_end,confidence,empty,needs_review,review_reasons,low_confidence_line_count,crop_path,text_preview
page_0003,page_0003_raw_0004,19,19,0.6468,False,False,,0,layout_output\raw_box_crops\page_0003\page_0003_raw_0004.png,مشق فيهلموافق
page_0003,page_0003_raw_0003,20,20,0.9728,False,False,,0,layout_output\raw_box_crops\page_0003\page_0003_raw_0003.png,الجمهورية / رئيس / بشار الأسد
page_0003,page_0003_raw_0016,21,21,0.9703,False,False,,0,layout_output\raw_box_crops\page_0003\page_0003_raw_0016.png,الجمهورية / رئيس
page_0003,page_0003_raw_0014,22,22,0.9538,False,False,,0,layout_output\raw_box_crops\page_0003\page_0003_raw_0014.png,بشار الأسد
page_0003,page_0003_raw_0001,23,23,0.987,False,False,,0,layout_output\raw_box_crops\page_0003\page_0003_raw_0001.png,٣
page_0004,page_0004_raw_0032,1,1,0.9485,False,False,,0,layout_output\raw_box_crops\page_0004\page_0004_raw_0032.png,التجارة / قانون / الكتاب الأول / التجارة على وم والجار والموات التجاالمتجر / الباب الأول / أحكام عامة / المادة
page_0004,page_0004_raw_0034,2,2,0.8931,False,False,,0,layout_output\raw_box_crops\page_0004\page_0004_raw_0034.png,أحكام عامة
page_0004,page_0004_raw_0033,3,3,0.9598,False,False,,0,layout_output\raw_box_crops\page_0004\page_0004_raw_0033.png,المادة
page_0004,page_0004_raw_0024,4,4,0.9593,False,False,,0,layout_output\raw_box_crops\page_0004\page_0004_raw_0024.png,يتضمن هذا القانون القواعد المختصة بالأعمال التجارية التي يقوم بها أي / شخص مهما كانت صفته القانونية ويتضمن من جهة أخرى الأحكام التي تطبق / على الأشخاص الذين اتخذوا التجارة مهنة
page_0004,page_0004_raw_0028,5,5,0.9832,False,False,,0,layout_output\raw_box_crops\page_0004\page_0004_raw_0028.png,المادة
page_0004,page_0004_raw_0027,6,6,0.9464,False,False,,0,layout_output\raw_box_crops\page_0004\page_0004_raw_0027.png,إذا انتفى النص من هذا القانون فتطبق على المواد التجارية أحكام القانون المدني / ـ على أن تطبق هذه الأحكام لا يكون إلأ على نسبة اتفاقها مع المبادئ المختصة / بالقانون التجاري والعرف التجاري
page_0004,page_0004_raw_0031,7,7,0.8875,False,False,,0,layout_output\raw_box_crops\page_0004\page_0004_raw_0031.png,المادة ٣
page_0004,page_0004_raw_0025,8,8,0.9393,False,False,,0,layout_output\raw_box_crops\page_0004\page_0004_raw_0025.png,إذا لم يوجد نص تشريعي يمكن تطبيقه، فللقاضي أن يسترشد بما استقر عليه / الاجتهاد القضائى وبمباديئ العدالة والإنصاف والاستقامة التجارية
page_0004,page_0004_raw_0030,9,9,0.9309,False,False,,0,layout_output\raw_box_crops\page_0004\page_0004_raw_0030.png,المادة٤
page_0004,page_0004_raw_0026,10,10,0.9451,False,False,,0,layout_output\raw_box_crops\page_0004\page_0004_raw_0026.png,١ على القاضي عند تحديد أثار العمل التجاري أن يطبق العرف المتوطد إلآإذا / ظهر أن المتعاقدين قصدوا مخالفة العرف أو كان العرف متعارضأً مع النصوص / التشريعية الإلزامية
page_0004,page_0004_raw_0029,11,11,0.7917,False,False,,0,layout_output\raw_box_crops\page_0004\page_0004_raw_0029.png,3
page_0005,page_0005_raw_0040,1,1,0.9173,False,False,,0,layout_output\raw_box_crops\page_0005\page_0005_raw_0040.png,٢ويعدّ العرف الخأص والعرف المحلي مرجحين على العرف العام
page_0005,page_0005_raw_0041,2,2,0.9415,False,False,,0,layout_output\raw_box_crops\page_0005\page_0005_raw_0041.png,المادة
page_0005,page_0005_raw_0035,3,3,0.9454,False,False,,0,layout_output\raw_box_crops\page_0005\page_0005_raw_0035.png,إن البورصات التجارية والمعارض والأسواق والمخازن العامة / والمستودعات وسائر المنشأت المُعدّة للتجارة تخضع على قدر الحاجة / لقوانين وأنظمة خاصة
page_0005,page_0005_raw_0036,4,4,0.94,False,False,,0,layout_output\raw_box_crops\page_0005\page_0005_raw_0036.png,الثاز / الباب / الأعمال التجارية
page_0005,page_0005_raw_0039,5,5,0.8713,False,False,,0,layout_output\raw_box_crops\page_0005\page_0005_raw_0039.png,المادة٦
page_0005,page_0005_raw_0038,6,6,0.9512,False,False,,0,layout_output\raw_box_crops\page_0005\page_0005_raw_0038.png,ثُعدّ بحكم ماهيتها الذاتية أعمالاً تجارية / أ شراء المنقولات المادية وغير المادية لأجل بيعها بربح ما سواء بيعت على حالتها / أم بعد شغلها أو تحويلها / ب شراء تلك الأشياء المنقولة نفسها لأجل تأجيرها أو استثجارها لأجل تأجيرها / ثانية / جالبيع أو الاستئجار أو التأجير ثانية للأشياء المشتراة أو المستأجرة 
page_0005,page_0005_raw_0043,7,7,0.8867,False,False,,0,layout_output\raw_box_crops\page_0005\page_0005_raw_0043.png,تعدّ بحكم ماهيتها الذاتية أعمالاً تجارية
page_0005,page_0005_raw_0045,8,8,0.9418,False,False,,0,layout_output\raw_box_crops\page_0005\page_0005_raw_0045.png,أـ شراء المنقولات المادية وغير المادية لأجل بيعها بربح ما سواء بيعت على حالتها / أم بعد شغلها أو تحويلها
page_0005,page_0005_raw_0042,9,9,0.8782,False,False,,0,layout_output\raw_box_crops\page_0005\page_0005_raw_0042.png,ب شراء تلك الأشياء المنقولة نفسها لأجل تأجيرها أو استئجارها لأجل تأجيرها / ثانية / -
page_0005,page_0005_raw_0044,10,10,0.9606,False,False,,0,layout_output\raw_box_crops\page_0005\page_0005_raw_0044.png,جالبيع أو الاستئجار أو التأجير ثانية للأشياء المشتراة أو المستأجرة على الوجه / المبين فيما تقدم
page_0005,page_0005_raw_0037,11,11,0.2692,False,True,low_clean_ocr_confidence,1,layout_output\raw_box_crops\page_0005\page_0005_raw_0037.png,.
page_0006,page_0006_raw_0055,1,1,0.9329,False,False,,0,layout_output\raw_box_crops\page_0006\page_0006_raw_0055.png,ك مشروع النشر / ل مشروع المخازن العامة / ممشروع المناجم والبترول / نمشروع الاشغال العقارية / سمشروع شراء العقارات لبيعها بربح / عمشروع وكالة اشغال / فـكل مشروع لإنشاء وشراء بواخر معدّة للملاحة الداخلية أو الخارجية، بقصد / استثمارها تجارياً أو بيعها وكل بيع للبواخر المشتراة على هذا الوجه / صـ جميع ال
page_0006,page_0006_raw_0062,2,2,0.5468,False,True,low_clean_ocr_confidence,1,layout_output\raw_box_crops\page_0006\page_0006_raw_0062.png,يو يإ Oو يي
page_0006,page_0006_raw_0060,3,3,0.9628,False,False,,0,layout_output\raw_box_crops\page_0006\page_0006_raw_0060.png,لـمشروع المخازن العامة
page_0006,page_0006_raw_0065,4,4,0.931,False,False,,0,layout_output\raw_box_crops\page_0006\page_0006_raw_0065.png,ممشروع المناجم والبترول
page_0006,page_0006_raw_0059,5,5,0.9589,False,False,,0,layout_output\raw_box_crops\page_0006\page_0006_raw_0059.png,نمشروع الاشغال العقارية
page_0006,page_0006_raw_0058,6,6,0.9313,False,False,,0,layout_output\raw_box_crops\page_0006\page_0006_raw_0058.png,س مشروع شراء العقارات لبيعها بربح
page_0006,page_0006_raw_0061,7,7,0.9105,False,False,,0,layout_output\raw_box_crops\page_0006\page_0006_raw_0061.png,عمشروع وكالة اشغال
page_0006,page_0006_raw_0056,8,8,0.9529,False,False,,0,layout_output\raw_box_crops\page_0006\page_0006_raw_0056.png,فـكل مشروع لإنشاء وشراء بواخر مُعدّة للملاحة الداخلية أو الخارجية، بقصد / استثمارها تجارياً أو بيعها وكل بيع للبواخر المشتراة على هذا الوجه
page_0006,page_0006_raw_0053,9,9,0.9332,False,False,,0,layout_output\raw_box_crops\page_0006\page_0006_raw_0053.png,صـ جميع الإرساليات البحرية وكل عملية تتعلّق بها كالشراء أو بيع لوازمها من / حبال وأشرعة ومؤن
page_0006,page_0006_raw_0054,10,10,0.4992,False,True,low_clean_ocr_confidence,1,layout_output\raw_box_crops\page_0006\page_0006_raw_0054.png,للل يي ي لوو يل ل ل لي ي لوي ي
page_0006,page_0006_raw_0057,11,11,0.9587,False,False,,0,layout_output\raw_box_crops\page_0006\page_0006_raw_0057.png,خوسائر العقود المختصة بالتجارة البحرية كالاتفاقات والمقاولات على أجور البحار / وبدل خدمتهم واستخدامهم للعمل على بواخر تجارية
page_0006,page_0006_raw_0063,12,12,0.9884,False,False,,0,layout_output\raw_box_crops\page_0006\page_0006_raw_0063.png,وبدل خدمتهم واستخدامهم للعمل على بواخر تجارية
page_0006,page_0006_raw_0049,13,13,0.9493,False,False,,0,layout_output\raw_box_crops\page_0006\page_0006_raw_0049.png,المادة
page_0006,page_0006_raw_0048,14,14,0.9517,False,False,,0,layout_output\raw_box_crops\page_0006\page_0006_raw_0048.png,وتُعدّ كذلك من الأعمال التجارية بحكم ماهيتها الذاتية، الأعمال التي يمكن / اعتبارها مجانسة للأعمال المتقدمة لتشابه صفاتها وغاياتها
page_0006,page_0006_raw_0050,15,15,0.9387,False,False,,0,layout_output\raw_box_crops\page_0006\page_0006_raw_0050.png,المادة
page_0006,page_0006_raw_0064,16,16,0.9628,False,False,,0,layout_output\raw_box_crops\page_0006\page_0006_raw_0064.png,١جميع الأعمال التي يقوم بها التاجر لحاجات تجارته ثعدّ تجارية أيضاً في نظر / القانون / ٢وعند قيام الشك، ثُعدّ أعمال التأجير صادرة منه لهذه الغاية إلآ إذا ثبت / العكس
page_0006,page_0006_raw_0052,17,17,0.9724,False,False,,0,layout_output\raw_box_crops\page_0006\page_0006_raw_0052.png,جميع الأعمال التي يقوم بها التاجر لحاجات تجارته ثعّ تجارية أيضاً في نظر / القانون
page_0006,page_0006_raw_0051,18,18,0.974,False,False,,0,layout_output\raw_box_crops\page_0006\page_0006_raw_0051.png,٢وعند قيام الشك، ثُعدّ أعمال التأجير صادرة منه لهذه الغاية إلآ إذا ثبت / العكس
page_0006,page_0006_raw_0046,19,19,0.533,False,True,low_clean_ocr_confidence,1,layout_output\raw_box_crops\page_0006\page_0006_raw_0046.png,L
page_0006,page_0006_raw_0047,20,20,0.8425,False,False,,0,layout_output\raw_box_crops\page_0006\page_0006_raw_0047.png,7
page_0007,page_0007_raw_0071,1,1,0.7299,False,False,,0,layout_output\raw_box_crops\page_0007\page_0007_raw_0071.png,ا / اي
page_0007,page_0007_raw_0073,2,2,0.9515,False,False,,0,layout_output\raw_box_crops\page_0007\page_0007_raw_0073.png,التجار
page_0007,page_0007_raw_0076,3,3,0.8848,False,False,,0,layout_output\raw_box_crops\page_0007\page_0007_raw_0076.png,الفصل الأول
page_0007,page_0007_raw_0072,4,4,0.9214,False,False,,0,layout_output\raw_box_crops\page_0007\page_0007_raw_0072.png,الفصل الأول / التجار على وجه عام والأهلية المطلوبة للاتجار / المادة ٩
page_0007,page_0007_raw_0074,5,5,0.9551,False,False,,0,layout_output\raw_box_crops\page_0007\page_0007_raw_0074.png,المادة
page_0007,page_0007_raw_0069,6,6,0.5837,False,True,low_clean_ocr_confidence,5,layout_output\raw_box_crops\page_0007\page_0007_raw_0069.png,ي لي ي ي و مل ي يي / ي ي ي ف / لةي و ي ي ي ي ل ي ييي و يو ل و ة / لي يق ي ي يي ي قووي يلع وي ي لي ل ل مّي ل ل ي ي ي / الع يل ي ل ي ولوم ل ل٥ ول ي ل٥ ي / المادة
page_0007,page_0007_raw_0075,7,7,0.8658,False,False,,0,layout_output\raw_box_crops\page_0007\page_0007_raw_0075.png,المادة
page_0007,page_0007_raw_0066,8,8,0.9544,False,False,,0,layout_output\raw_box_crops\page_0007\page_0007_raw_0066.png,إن الأفراد الذين يتعاطون تجارة صغيرة أو حرفة بسيطة ذات نفقات عامة / زهيدة بحيث يعتمدون في الغالب على مساعيهم البدنية للحصول على أرباح قليلة / لتأمين معيشهم أكثر من استادهم إلى رأس ما لهم النقدي، كالبائع الطواف أو البائع / بالمياومة أو الذين يقومون بنقليات صغيرة على البر أو سطح الماء، لا يخضعون / للو
page_0007,page_0007_raw_0070,9,9,0.9955,False,False,,0,layout_output\raw_box_crops\page_0007\page_0007_raw_0070.png,المادة
page_0007,page_0007_raw_0067,10,10,0.9391,False,False,,0,layout_output\raw_box_crops\page_0007\page_0007_raw_0067.png,كل من أعلن في الصحف أو النشرات أو أي واسطة أخرى عن نفسه كتاجر / أو عن المحل الذي أسسه أو يستثمره للاشتغال بالمعاملات التجارية يُعدّ تاجراً وإن / لم يتخذ التجارة مهنة مألوفة له
page_0007,page_0007_raw_0068,11,11,0.658,False,False,,0,layout_output\raw_box_crops\page_0007\page_0007_raw_0068.png,V
page_0008,page_0008_raw_0084,1,1,0.9104,False,False,,0,layout_output\raw_box_crops\page_0008\page_0008_raw_0084.png,المادة١
page_0008,page_0008_raw_0077,2,2,0.8896,False,False,,0,layout_output\raw_box_crops\page_0008\page_0008_raw_0077.png,لا يُعدّ تاجراً من قام بمعاملة تجارية عرضاً إلآأن المعاملة تكون خاضعة / لأحكام قانون التجارة
page_0008,page_0008_raw_0080,3,3,0.8559,False,False,,0,layout_output\raw_box_crops\page_0008\page_0008_raw_0080.png,المادة ١٣
page_0008,page_0008_raw_0094,4,4,0.9536,False,False,,0,layout_output\raw_box_crops\page_0008\page_0008_raw_0094.png,١لا ثعدّ الدولة ودوائرها ولا الوحدات الإدارية واللجان والنوادي والجمعيات ذات / الشخصية الاعتبارية من التجار وإن قامت بمعاملات تجارية، إلآ أن معاملاتها / المذكورة تكون خاضعة لأحكام قانون التجارة / تعتبر المؤسسات العامة وشركات القطاع العام والمشترك تاجراً، إذا كان موضوعها / تجارياً أو منحها القانون هذ
page_0008,page_0008_raw_0079,5,5,0.9395,False,False,,0,layout_output\raw_box_crops\page_0008\page_0008_raw_0079.png,١لا ثعدّ الدولة ودوائرها ولا الوحدات الإدارية واللجان والنوادي والجمعيات ذات / الشخصية الاعتبارية من التجار وإن قامت بمعاملات تجارية، إلآ أن معاملاتها / المذكورة تكون خاضعة لأحكام قانون التجارة
page_0008,page_0008_raw_0081,6,6,0.9261,False,False,,0,layout_output\raw_box_crops\page_0008\page_0008_raw_0081.png,٢ـ تعتبر المؤسسات العامة وشركات القطاع العام والمشترك تاجراً، إذا كان موضوعها / تجارياً أو منحها القانون هذه الصفة
page_0008,page_0008_raw_0095,7,7,0.9814,False,False,,0,layout_output\raw_box_crops\page_0008\page_0008_raw_0095.png,تجارياً أو منحها القانون هذه الصفة
page_0008,page_0008_raw_0082,8,8,0.9159,False,False,,0,layout_output\raw_box_crops\page_0008\page_0008_raw_0082.png,المادة ٤
page_0008,page_0008_raw_0078,9,9,0.9533,False,False,,0,layout_output\raw_box_crops\page_0008\page_0008_raw_0078.png,إذا اشتغل العاملون في الدولة الممنوعون من الاتجار قانوناً بالمعاملات / التجارية، فتشملهم الأحكام القانونية المتعلقة بالصلح الواقى والإفلاس
page_0008,page_0008_raw_0092,10,10,0.8801,False,False,,0,layout_output\raw_box_crops\page_0008\page_0008_raw_0092.png,المادة ٥ / تخضع الأهلية التجارية لأحكام القانون المدني وللأحكام الخاصة بالتجار
page_0008,page_0008_raw_0087,11,11,0.8668,False,False,,0,layout_output\raw_box_crops\page_0008\page_0008_raw_0087.png,المادة١٥
page_0008,page_0008_raw_0086,12,12,0.9686,False,False,,0,layout_output\raw_box_crops\page_0008\page_0008_raw_0086.png,تخضع الأهلية التجارية لأحكام القانون المدني وللأحكام الخاصة بالتجار
page_0008,page_0008_raw_0091,13,13,0.9861,False,False,,0,layout_output\raw_box_crops\page_0008\page_0008_raw_0091.png,الثاني / الفصل
page_0008,page_0008_raw_0089,14,14,0.9669,False,False,,0,layout_output\raw_box_crops\page_0008\page_0008_raw_0089.png,التجارة / دفاتر
page_0008,page_0008_raw_0090,15,15,0.9673,False,False,,0,layout_output\raw_box_crops\page_0008\page_0008_raw_0090.png,المادة
page_0008,page_0008_raw_0088,16,16,0.6,False,False,,2,layout_output\raw_box_crops\page_0008\page_0008_raw_0088.png,على التاجر أن ينظم على الأقل الدفترين الإجباريين التاليين / tt / f
page_0008,page_0008_raw_0085,17,17,0.9458,False,False,,0,layout_output\raw_box_crops\page_0008\page_0008_raw_0085.png,أ دفتر اليومية يقيد فيه يوماً فيوماً جميع الأعمال التي تعود بوجه من الوجوه / إلى مؤسسته التجارية وأن يقيد بالجملة شهراً فشهراً النفقات التي أنفقها على / نفسه وأسرته وإذا كان التاجر يتبع الأسلوب الآلى فى محاسبته أو مسك / الدفاتر يومية مساعدة منظمة وفق أحكام المادتين ١٧و١٨ من هذا
page_0008,page_0008_raw_0093,18,18,0.907,False,False,,0,layout_output\raw_box_crops\page_0008\page_0008_raw_0093.png,الدفاتر يومية مساعدة منظمة وفق أحكام المادتين ١٧و١٨ من هذا
page_0008,page_0008_raw_0083,19,19,0.2798,False,True,low_clean_ocr_confidence,1,layout_output\raw_box_crops\page_0008\page_0008_raw_0083.png,٨
page_0009,page_0009_raw_0112,1,1,0.8291,False,False,,5,layout_output\raw_box_crops\page_0009\page_0009_raw_0112.png,القانون، فله أن يقيد أعماله فى دفتر اليومية شهراً فشهراً، على أن يحتفظ / بجميع الوثائق التي تتيح التدقيق في الأعمال المذكورة / ب دفتر جرد يتضمن جرداً سنوياً للموجودات والمطاليب العائدة لمؤسسته وأن / يوقف حساباته سنوياً ليضع على أساسها الميزانية وحساب الأرباح والخسائر / وينسخها في دفتر الجرد / وعليه 
page_0009,page_0009_raw_0103,2,2,0.9547,False,False,,0,layout_output\raw_box_crops\page_0009\page_0009_raw_0103.png,القانون، فله أن يقيد أعماله فى دفتر اليومية شهراً فشهراً، على أن يحتفظ / بجميع الوثائق التي تتيح التدقيق في الأعمال المذكورة
page_0009,page_0009_raw_0109,3,3,0.953,False,False,,0,layout_output\raw_box_crops\page_0009\page_0009_raw_0109.png,القانون، فله أن يقيد أعماله فى دفتر اليومية شهراً فشهراً، على أن يحتفظ / بجميع الوثائق التي تتيح التدقيق في الأعمال المذكورة / بدفتر جرد يتضمن جرداً سنوياً للموجودات والمطاليب العائدة لمؤسسته وأن / يوقف حساباته سنوياً ليضع على أساسها الميزانية وحساب الأرباح والخسائر / وينسخها في دفتر الجرد / وعليه أ
page_0009,page_0009_raw_0111,4,4,0.9497,False,False,,0,layout_output\raw_box_crops\page_0009\page_0009_raw_0111.png,القانون، فله أن يقيد أعماله فى دفتر اليومية شهراً فشهراً على أن يحتفظ
page_0009,page_0009_raw_0114,5,5,0.9762,False,False,,0,layout_output\raw_box_crops\page_0009\page_0009_raw_0114.png,بجميع الوثائق التي تتيح التدقيق في الأعمال المذكورة
page_0009,page_0009_raw_0104,6,6,0.9466,False,False,,0,layout_output\raw_box_crops\page_0009\page_0009_raw_0104.png,بدفتر جرد يتضمن جرداً سنوياً للموجودات والمطاليب العائدة لمؤسسته وأن / يوقف حساباته سنوياً ليضع على أساسها الميزانية وحساب الأرباح والخسائر / وينسخها في دفتر الجرد
page_0009,page_0009_raw_0102,7,7,0.9626,False,False,,0,layout_output\raw_box_crops\page_0009\page_0009_raw_0102.png,وعليه أن يحفظ ويرتب المراسلات التي يتلقاها وصور المراسلات التي / يرسلها
page_0009,page_0009_raw_0107,8,8,0.9573,False,False,,0,layout_output\raw_box_crops\page_0009\page_0009_raw_0107.png,٣يجب تتظيم دفتري اليومية والجرد باللغة العربية ولوزير الاقتصاد والتجارة أن / يعفي من هذا الشرط المؤسسات الأجنبية التي يحددها بقرار منه
page_0009,page_0009_raw_0113,9,9,0.9738,False,False,,0,layout_output\raw_box_crops\page_0009\page_0009_raw_0113.png,يعفي من هذا الشرط المؤسسات الأجنبية التي يحددها بقرار منه
page_0009,page_0009_raw_0097,10,10,0.9318,False,False,,0,layout_output\raw_box_crops\page_0009\page_0009_raw_0097.png,المادة١
page_0009,page_0009_raw_0098,11,11,0.9538,False,False,,0,layout_output\raw_box_crops\page_0009\page_0009_raw_0098.png,يجب أن تنظم الدفاتر التجارية الإجبارية بحسب التاريخ وبلا بياض ولا فراغ / ولا نقل إلى الهامش ولا محو ولا تحشية بين السطور
page_0009,page_0009_raw_0100,12,12,0.9161,False,False,,0,layout_output\raw_box_crops\page_0009\page_0009_raw_0100.png,المادة٨
page_0009,page_0009_raw_0101,13,13,0.9503,False,False,,0,layout_output\raw_box_crops\page_0009\page_0009_raw_0101.png,يجب ترقيم الدفاتر المذكورة والتأشير عليها وتوقيعها من رئيس محكمة البداية / المدنية أو من قاضي الصلح في المدن التي لا توجد فيها محكمة بداية
page_0009,page_0009_raw_0099,14,14,0.895,False,False,,0,layout_output\raw_box_crops\page_0009\page_0009_raw_0099.png,المادة٩
page_0009,page_0009_raw_0105,15,15,0.9377,False,False,,0,layout_output\raw_box_crops\page_0009\page_0009_raw_0105.png,١يجب على التاجر أن يحفظ الدفاتر بعد اختتامها مدّة عشر سنوات / ٢للمؤسسات التجارية التى يعينها وزير الاقتصاد والتجارة أن تحتفظ للمدّة المذكورة / في الفقرة السابقة بالصورة بأية وسيلة إلكترونية تعتمدها وزارة الاقتصاد والتجارة / بدلاأ من الأصل وتكون للصورة حجية الأصل فى الإثبات
page_0009,page_0009_raw_0110,16,16,0.9636,False,False,,0,layout_output\raw_box_crops\page_0009\page_0009_raw_0110.png,يجب على التاجر أن يحفظ الدفاتر بعد اختتامها مدّة عشر سنوات
page_0009,page_0009_raw_0108,17,17,0.9621,False,False,,0,layout_output\raw_box_crops\page_0009\page_0009_raw_0108.png,المادة٢
page_0009,page_0009_raw_0106,18,18,0.9563,False,False,,0,layout_output\raw_box_crops\page_0009\page_0009_raw_0106.png,لا ثسلّم الدفاتر بكاملها إلى القضاء إلآ في أحوال الإرث وقسمة الأموال / المشتركة والشركة والصلح الواقي والإفلاس
page_0009,page_0009_raw_0096,19,19,0.6758,False,False,,0,layout_output\raw_box_crops\page_0009\page_0009_raw_0096.png,4
page_0010,page_0010_raw_0130,1,1,,True,True,empty_clean_ocr_text,0,layout_output\raw_box_crops\page_0010\page_0010_raw_0130.png,
page_0010,page_0010_raw_0124,2,2,0.8774,False,False,,0,layout_output\raw_box_crops\page_0010\page_0010_raw_0124.png,المادة٢١
page_0010,page_0010_raw_0123,3,3,0.9351,False,False,,0,layout_output\raw_box_crops\page_0010\page_0010_raw_0123.png,فيما عدا الأحوال المذكورة في المادة السابقة يمكن على الدوام عرض الدفاتر / التجارية أو المطالبة بإبرازها لاستخلاص ما يتعلّق منها بالنزاع / وللقاضى أن يأمر من تلقاء نفسه الدفاتر المذكورة للغاية ذاتها
page_0010,page_0010_raw_0129,4,4,0.9154,False,False,,0,layout_output\raw_box_crops\page_0010\page_0010_raw_0129.png,٢ـوللقاضى أن يأمر من تلقاء نفسه الدفاتر المذكورة للغاية ذاتها
page_0010,page_0010_raw_0118,5,5,0.8737,False,False,,0,layout_output\raw_box_crops\page_0010\page_0010_raw_0118.png,المادة٢٢
page_0010,page_0010_raw_0115,6,6,0.9647,False,False,,0,layout_output\raw_box_crops\page_0010\page_0010_raw_0115.png,يمكن للتجار مسك حساباتهم إلكترونياً وفقا للتعليمات التنفيذية التي تصدر / عن وزارة الاقتصاد والتجارة
page_0010,page_0010_raw_0128,7,7,0.9878,False,False,,0,layout_output\raw_box_crops\page_0010\page_0010_raw_0128.png,الفصل الثالث
page_0010,page_0010_raw_0127,8,8,0.957,False,False,,0,layout_output\raw_box_crops\page_0010\page_0010_raw_0127.png,التجارة / سجل
page_0010,page_0010_raw_0125,9,9,0.9305,False,False,,0,layout_output\raw_box_crops\page_0010\page_0010_raw_0125.png,المادة ٢٣
